repository,pr_number,author,primary_reviewer,first_review_latency_hours,discussion_volume,loc_changed,prior_prs,acceptance_rate,formal_reviews,experience_category
freeCodeCamp/freeCodeCamp,65400,Vipeen-Kumar,majestic-owl448,290.79,6,106,4,0.5,0,Noisy Author
freeCodeCamp/freeCodeCamp,65399,ojeytonwilliams,raisedadead,68.62,2,112,304,0.93,223,Core Reviewer
freeCodeCamp/freeCodeCamp,65398,camperbot,ojeytonwilliams,1.33,1,60,205,0.97,0,Reliable Author
freeCodeCamp/freeCodeCamp,65397,harshentau-spec,zairahira,73.73,1,112,6,0.33,0,Noisy Author
freeCodeCamp/freeCodeCamp,65396,hbar1st,majestic-owl448,5.09,2,12,14,0.93,0,Reliable Author
freeCodeCamp/freeCodeCamp,65393,anastasiiauk,Sembauke,22.51,1,105,66,0.98,22,Core Reviewer
freeCodeCamp/freeCodeCamp,65392,ojeytonwilliams,ShaunSHamilton,0.74,3,56,304,0.93,223,Core Reviewer
freeCodeCamp/freeCodeCamp,65390,Jeevankumar-s,majestic-owl448,0.45,3,107,60,0.87,12,Core Reviewer
freeCodeCamp/freeCodeCamp,65389,Jeevankumar-s,majestic-owl448,1.49,8,505,60,0.87,12,Core Reviewer
freeCodeCamp/freeCodeCamp,65388,papidb,zairahira,49.29,2,6,3,0.67,0,Noisy Author
freeCodeCamp/freeCodeCamp,65387,papidb,zairahira,49.64,3,164,3,0.67,0,Noisy Author
freeCodeCamp/freeCodeCamp,65385,octavio-js,Dario-DC,0.56,1,4,10,0.8,0,Reliable Author
freeCodeCamp/freeCodeCamp,65382,naomi-freecodecamp,raisedadead,1.19,3,28,2,1.0,2,Reliable Author
freeCodeCamp/freeCodeCamp,65339,hbar1st,majestic-owl448,10.72,3,303,14,0.93,0,Reliable Author
freeCodeCamp/freeCodeCamp,65337,fullstacksam23,Sembauke,12.94,1,54,3,0.67,0,Noisy Author
freeCodeCamp/freeCodeCamp,65336,pdtrang,Sembauke,13.4,1,27,109,0.97,0,Reliable Author
freeCodeCamp/freeCodeCamp,65335,pdtrang,Sembauke,14.41,1,22,109,0.97,0,Reliable Author
freeCodeCamp/freeCodeCamp,65333,Jeevankumar-s,Sembauke,16.32,1,44,60,0.87,12,Core Reviewer
freeCodeCamp/freeCodeCamp,65332,Jeevankumar-s,Sembauke,16.76,1,24,60,0.87,12,Core Reviewer
freeCodeCamp/freeCodeCamp,65330,Jeevankumar-s,zairahira,18.68,1,25,60,0.87,12,Core Reviewer
freeCodeCamp/freeCodeCamp,65329,Jeevankumar-s,Sembauke,17.04,2,22,60,0.87,12,Core Reviewer
freeCodeCamp/freeCodeCamp,65328,octavio-js,majestic-owl448,0.39,2,5,10,0.8,0,Reliable Author
freeCodeCamp/freeCodeCamp,65327,Jeevankumar-s,zairahira,19.02,1,22,60,0.87,12,Core Reviewer
freeCodeCamp/freeCodeCamp,65326,Jeevankumar-s,zairahira,19.06,1,26,60,0.87,12,Core Reviewer
freeCodeCamp/freeCodeCamp,65324,camperbot,ojeytonwilliams,17.75,1,2,205,0.97,0,Reliable Author
freeCodeCamp/freeCodeCamp,65323,gikf,majestic-owl448,2.22,1,10,31,1.0,409,Core Reviewer
freeCodeCamp/freeCodeCamp,65322,anastasiiauk,Sembauke,17.09,1,325,66,0.98,22,Core Reviewer
freeCodeCamp/freeCodeCamp,65320,Jeevankumar-s,Sembauke,20.59,1,46,60,0.87,12,Core Reviewer
freeCodeCamp/freeCodeCamp,65318,Jeevankumar-s,Sembauke,21.49,1,86,60,0.87,12,Core Reviewer
freeCodeCamp/freeCodeCamp,65317,Jeevankumar-s,Sembauke,21.68,1,67,60,0.87,12,Core Reviewer
freeCodeCamp/freeCodeCamp,65316,Jeevankumar-s,zairahira,21.85,1,79,60,0.87,12,Core Reviewer
freeCodeCamp/freeCodeCamp,65314,Jeevankumar-s,zairahira,22.66,1,51,60,0.87,12,Core Reviewer
freeCodeCamp/freeCodeCamp,65313,Jeevankumar-s,zairahira,22.44,1,10,60,0.87,12,Core Reviewer
freeCodeCamp/freeCodeCamp,65312,Jeevankumar-s,zairahira,22.45,1,14,60,0.87,12,Core Reviewer
freeCodeCamp/freeCodeCamp,65310,Jeevankumar-s,majestic-owl448,97.83,7,177,60,0.87,12,Core Reviewer
freeCodeCamp/freeCodeCamp,65306,AdityaSingh-18,majestic-owl448,8.19,5,42,37,0.92,2,Reliable Author
freeCodeCamp/freeCodeCamp,65305,octavio-js,zairahira,25.34,1,35,10,0.8,0,Reliable Author
freeCodeCamp/freeCodeCamp,65304,AdityaSingh-18,majestic-owl448,103.14,2,18,37,0.92,2,Reliable Author
freeCodeCamp/freeCodeCamp,65303,hbar1st,majestic-owl448,0.17,2,16,14,0.93,0,Reliable Author
freeCodeCamp/freeCodeCamp,65302,Jeevankumar-s,majestic-owl448,0.31,2,18,60,0.87,12,Core Reviewer
freeCodeCamp/freeCodeCamp,65299,eshantharjun9-hub,majestic-owl448,3.57,8,2,1,1.0,0,Novice
freeCodeCamp/freeCodeCamp,65297,hbar1st,majestic-owl448,0.0,5,77,14,0.93,0,Reliable Author
freeCodeCamp/freeCodeCamp,65296,octavio-js,majestic-owl448,0.0,8,13,10,0.8,0,Reliable Author
freeCodeCamp/freeCodeCamp,65295,hbar1st,majestic-owl448,0.35,2,66,14,0.93,0,Reliable Author
freeCodeCamp/freeCodeCamp,65293,hbar1st,Sembauke,15.46,1,13,14,0.93,0,Reliable Author
freeCodeCamp/freeCodeCamp,65292,anirudhxmishra,majestic-owl448,2.97,3,2,1,1.0,0,Novice
freeCodeCamp/freeCodeCamp,65291,rosacabrerac,majestic-owl448,1.64,14,100,1,1.0,0,Novice
freeCodeCamp/freeCodeCamp,65289,nnyouung,ahmaxed,502.84,7,165,1,1.0,0,Novice
freeCodeCamp/freeCodeCamp,65285,Jeevankumar-s,majestic-owl448,0.0,7,38,60,0.87,12,Core Reviewer
freeCodeCamp/freeCodeCamp,65284,NewSmoke38,majestic-owl448,0.0,7,12,2,1.0,0,Reliable Author
freeCodeCamp/freeCodeCamp,65283,AdityaSingh-18,majestic-owl448,0.0,4,64,37,0.92,2,Reliable Author
freeCodeCamp/freeCodeCamp,65278,raisedadead,ojeytonwilliams,0.68,1,96,116,0.89,361,Core Reviewer
freeCodeCamp/freeCodeCamp,65274,hbar1st,majestic-owl448,5.06,4,22,14,0.93,0,Reliable Author
freeCodeCamp/freeCodeCamp,65273,hbar1st,majestic-owl448,6.44,2,2,14,0.93,0,Reliable Author
freeCodeCamp/freeCodeCamp,65272,hbar1st,majestic-owl448,7.03,2,6,14,0.93,0,Reliable Author
freeCodeCamp/freeCodeCamp,65260,Yogesh-ai3,majestic-owl448,1.62,3,2,3,0.33,0,Noisy Author
freeCodeCamp/freeCodeCamp,65255,lakshay122007,majestic-owl448,3.49,3,20,7,0.57,0,Noisy Author
freeCodeCamp/freeCodeCamp,65251,Sembauke,huyenltnguyen,5.04,2,173,97,0.77,416,Core Reviewer
freeCodeCamp/freeCodeCamp,65246,naomi-freecodecamp,ojeytonwilliams,27.88,2,3,2,1.0,2,Reliable Author
freeCodeCamp/freeCodeCamp,65220,pdtrang,jdwilkin4,0.96,3,26,109,0.97,0,Reliable Author
freeCodeCamp/freeCodeCamp,65216,octavio-js,jdwilkin4,1.07,4,86,10,0.8,0,Reliable Author
freeCodeCamp/freeCodeCamp,65208,pdtrang,jdwilkin4,1.59,3,90,109,0.97,0,Reliable Author
freeCodeCamp/freeCodeCamp,65202,pdtrang,jdwilkin4,1.78,3,26,109,0.97,0,Reliable Author
freeCodeCamp/freeCodeCamp,65200,Roxicaro,jdwilkin4,1.87,1,2,7,0.71,0,Noisy Author
freeCodeCamp/freeCodeCamp,65189,estefaniacn,nieldakarla,0.14,2,1,41,0.95,13,Core Reviewer
freeCodeCamp/freeCodeCamp,65184,majestic-owl448,Ksound22,14.04,5,446,133,0.97,1205,Core Reviewer
freeCodeCamp/freeCodeCamp,65182,07mastermind,majestic-owl448,2.32,2,2,1,1.0,0,Novice
freeCodeCamp/freeCodeCamp,65181,anastasiiauk,Sembauke,20.94,5,325,66,0.98,22,Core Reviewer
freeCodeCamp/freeCodeCamp,65180,Roxicaro,zairahira,1.61,1,2,7,0.71,0,Noisy Author
freeCodeCamp/freeCodeCamp,65177,majestic-owl448,zairahira,24.97,2,4,133,0.97,1205,Core Reviewer
freeCodeCamp/freeCodeCamp,65173,anastasiiauk,Sembauke,4.39,1,2,66,0.98,22,Core Reviewer
freeCodeCamp/freeCodeCamp,65172,AdityaSingh-18,majestic-owl448,7.0,3,22,37,0.92,2,Reliable Author
freeCodeCamp/freeCodeCamp,65160,rizwan-rizu,ahmaxed,332.44,14,77,1,1.0,0,Novice
freeCodeCamp/freeCodeCamp,65159,camperbot,majestic-owl448,1.9,1,2,205,0.97,0,Reliable Author
freeCodeCamp/freeCodeCamp,65156,anastasiiauk,nieldakarla,74.31,4,325,66,0.98,22,Core Reviewer
freeCodeCamp/freeCodeCamp,65155,camperbot,majestic-owl448,2.82,1,360,205,0.97,0,Reliable Author
freeCodeCamp/freeCodeCamp,65154,zairahira,majestic-owl448,1.46,9,857,47,0.96,139,Core Reviewer
freeCodeCamp/freeCodeCamp,65149,AdityaSingh-18,majestic-owl448,0.21,6,40,37,0.92,2,Reliable Author
freeCodeCamp/freeCodeCamp,65148,ahmaxed,naomi-freecodecamp,10.34,3,238,45,0.87,33,Core Reviewer
freeCodeCamp/freeCodeCamp,65147,pratheek-81,majestic-owl448,1.58,2,2,1,1.0,0,Novice
freeCodeCamp/freeCodeCamp,65140,moT01,ojeytonwilliams,5.46,2,1800,146,0.97,392,Core Reviewer
freeCodeCamp/freeCodeCamp,65133,Jeevankumar-s,gikf,9.78,3,6,60,0.87,12,Core Reviewer
freeCodeCamp/freeCodeCamp,65131,YaelSeror-dev,huyenltnguyen,22.33,4,4,2,0.5,0,Noisy Author
freeCodeCamp/freeCodeCamp,65129,matanatkhalil,gikf,11.41,2,2,1,1.0,0,Novice
freeCodeCamp/freeCodeCamp,65127,octavio-js,majestic-owl448,16.11,1,15,10,0.8,0,Reliable Author
freeCodeCamp/freeCodeCamp,65123,Vipeen-Kumar,majestic-owl448,1.6,2,4,4,0.5,0,Noisy Author
freeCodeCamp/freeCodeCamp,65116,Jeevankumar-s,Dario-DC,5.34,1,2,60,0.87,12,Core Reviewer
freeCodeCamp/freeCodeCamp,65114,nageetaw,majestic-owl448,5.1,4,2,1,1.0,0,Novice
freeCodeCamp/freeCodeCamp,65113,lakshay122007,gikf,17.95,6,6,7,0.57,0,Noisy Author
freeCodeCamp/freeCodeCamp,65112,anastasiiauk,nieldakarla,4.72,3,325,66,0.98,22,Core Reviewer
freeCodeCamp/freeCodeCamp,65109,majestic-owl448,zairahira,148.28,3,103,133,0.97,1205,Core Reviewer
freeCodeCamp/freeCodeCamp,65106,AdityaSingh-18,majestic-owl448,626.01,4,6,37,0.92,2,Reliable Author
freeCodeCamp/freeCodeCamp,65095,camperbot,majestic-owl448,18.0,1,2,205,0.97,0,Reliable Author
freeCodeCamp/freeCodeCamp,65093,remy-baastin,gikf,1.66,2,2,2,0.5,0,Noisy Author
freeCodeCamp/freeCodeCamp,65092,DeveloperViraj,gikf,1.69,2,2,16,0.69,0,Noisy Author
freeCodeCamp/freeCodeCamp,65089,camperbot,majestic-owl448,20.92,1,2188,205,0.97,0,Reliable Author
freeCodeCamp/freeCodeCamp,65088,mjskraju,gikf,2.3,2,2,2,0.5,0,Noisy Author
freeCodeCamp/freeCodeCamp,65086,jdwilkin4,majestic-owl448,32.21,2,50,74,0.95,601,Core Reviewer
freeCodeCamp/freeCodeCamp,65082,prashantofficial627-hash,gikf,1.34,3,2,1,1.0,0,Novice
freeCodeCamp/freeCodeCamp,65081,AdityaSingh-18,majestic-owl448,248.21,5,42,37,0.92,2,Reliable Author
freeCodeCamp/freeCodeCamp,65080,builtbykabir,gikf,0.53,2,2,1,1.0,0,Novice
freeCodeCamp/freeCodeCamp,65074,YashhCanCode,a2937,13.9,3,10,5,0.6,0,Noisy Author
freeCodeCamp/freeCodeCamp,65066,Ksound22,raisedadead,6.94,1,24,21,0.9,69,Core Reviewer
freeCodeCamp/freeCodeCamp,65065,matheus4lves,huyenltnguyen,1.42,2,10,1,1.0,0,Novice
freeCodeCamp/freeCodeCamp,65062,huyenltnguyen,raisedadead,11.52,1,2,165,0.9,988,Core Reviewer
freeCodeCamp/freeCodeCamp,65061,NewSmoke38,majestic-owl448,0.31,7,159,2,1.0,0,Reliable Author
freeCodeCamp/freeCodeCamp,65056,its-cutie-valerie,majestic-owl448,0.74,5,24,2,1.0,0,Reliable Author
freeCodeCamp/freeCodeCamp,65055,Sembauke,ojeytonwilliams,1.05,3,29,97,0.77,416,Core Reviewer
freeCodeCamp/freeCodeCamp,65053,camperbot,ojeytonwilliams,7.24,1,2,205,0.97,0,Reliable Author
freeCodeCamp/freeCodeCamp,65052,huyenltnguyen,ojeytonwilliams,8.06,3,20,165,0.9,988,Core Reviewer
freeCodeCamp/freeCodeCamp,65050,huyenltnguyen,nieldakarla,18.25,2,6306,165,0.9,988,Core Reviewer
freeCodeCamp/freeCodeCamp,65049,huyenltnguyen,nieldakarla,19.25,2,7116,165,0.9,988,Core Reviewer
freeCodeCamp/freeCodeCamp,65044,Jeevankumar-s,huyenltnguyen,2.24,1,4,60,0.87,12,Core Reviewer
freeCodeCamp/freeCodeCamp,65042,camperbot,huyenltnguyen,0.98,2,2,205,0.97,0,Reliable Author
freeCodeCamp/freeCodeCamp,65041,ojeytonwilliams,nieldakarla,1.24,2,54,304,0.93,223,Core Reviewer
freeCodeCamp/freeCodeCamp,65040,ojeytonwilliams,raisedadead,40.7,1,389,304,0.93,223,Core Reviewer
freeCodeCamp/freeCodeCamp,65038,zho00,huyenltnguyen,29.23,3,4,18,0.61,0,Noisy Author
freeCodeCamp/freeCodeCamp,65036,AdityaSingh-18,majestic-owl448,2.55,7,8,37,0.92,2,Reliable Author
freeCodeCamp/freeCodeCamp,65035,AdityaSingh-18,majestic-owl448,3.43,2,2,37,0.92,2,Reliable Author
freeCodeCamp/freeCodeCamp,65032,a2937,majestic-owl448,5.85,3,11,86,0.79,230,Core Reviewer
freeCodeCamp/freeCodeCamp,65029,achf01,huyenltnguyen,19.06,3,6,3,0.67,0,Noisy Author
freeCodeCamp/freeCodeCamp,65025,ojeytonwilliams,nieldakarla,5.06,10,364,304,0.93,223,Core Reviewer
freeCodeCamp/freeCodeCamp,65024,anastasiiauk,nieldakarla,24.19,3,86,66,0.98,22,Core Reviewer
freeCodeCamp/freeCodeCamp,65020,harshentau-spec,majestic-owl448,0.18,4,8,6,0.33,0,Noisy Author
freeCodeCamp/freeCodeCamp,65017,AdityaSingh-18,majestic-owl448,1.31,5,26,37,0.92,2,Reliable Author
freeCodeCamp/freeCodeCamp,65000,achf01,mayank-goyal09,0.58,3,2,3,0.67,0,Noisy Author
freeCodeCamp/freeCodeCamp,64996,marietta-a,majestic-owl448,0.31,7,2,1,1.0,0,Novice
freeCodeCamp/freeCodeCamp,64995,camperbot,Sembauke,1.02,1,130,205,0.97,0,Reliable Author
freeCodeCamp/freeCodeCamp,64993,majestic-owl448,zairahira,5.59,10,1636,133,0.97,1205,Core Reviewer
freeCodeCamp/freeCodeCamp,64992,majestic-owl448,Dario-DC,24.83,13,459,133,0.97,1205,Core Reviewer
freeCodeCamp/freeCodeCamp,64991,alifarooqi,majestic-owl448,1.11,17,227,3,1.0,1,Reliable Author
freeCodeCamp/freeCodeCamp,64977,JorgeOteiza,majestic-owl448,2.94,1,2,2,0.5,0,Noisy Author
freeCodeCamp/freeCodeCamp,64973,DeveloperViraj,a2937,4.15,12,20,16,0.69,0,Noisy Author
freeCodeCamp/freeCodeCamp,64972,majestic-owl448,Dario-DC,0.18,2,4,133,0.97,1205,Core Reviewer
freeCodeCamp/freeCodeCamp,64968,lakshay122007,majestic-owl448,1.03,5,6,7,0.57,0,Noisy Author
freeCodeCamp/freeCodeCamp,64967,miyaliu666,a2937,36.69,1,13,36,0.97,21,Core Reviewer
freeCodeCamp/freeCodeCamp,64966,lakshay122007,majestic-owl448,0.18,1,2,7,0.57,0,Noisy Author
freeCodeCamp/freeCodeCamp,64965,YashhCanCode,a2937,37.88,4,2,5,0.6,0,Noisy Author
freeCodeCamp/freeCodeCamp,64964,Dario-DC,majestic-owl448,4.32,5,24,53,0.96,282,Core Reviewer
freeCodeCamp/freeCodeCamp,64958,ShashwathNayak06,majestic-owl448,21.62,2,2,2,0.5,0,Noisy Author
freeCodeCamp/freeCodeCamp,64957,Giftea,gikf,5.42,2,2,88,0.98,0,Reliable Author
freeCodeCamp/freeCodeCamp,64955,a2937,majestic-owl448,35.13,10,12,86,0.79,230,Core Reviewer
freeCodeCamp/freeCodeCamp,64947,camperbot,majestic-owl448,44.9,1,2,205,0.97,0,Reliable Author
freeCodeCamp/freeCodeCamp,64946,bdtripp,majestic-owl448,44.15,2,2,15,1.0,0,Reliable Author
freeCodeCamp/freeCodeCamp,64944,AdityaSingh-18,majestic-owl448,47.98,2,32,37,0.92,2,Reliable Author
freeCodeCamp/freeCodeCamp,64942,WongYC-66,a2937,8.88,4,10,1,1.0,0,Novice
freeCodeCamp/freeCodeCamp,64938,jdwilkin4,ojeytonwilliams,52.04,5,20,74,0.95,601,Core Reviewer
freeCodeCamp/freeCodeCamp,64933,AdityaSingh-18,majestic-owl448,70.93,2,2,37,0.92,2,Reliable Author
freeCodeCamp/freeCodeCamp,64931,StephenMuya,majestic-owl448,88.27,9,133,14,0.64,0,Noisy Author
freeCodeCamp/freeCodeCamp,64929,wesleyhmartin,Dario-DC,120.31,9,4,1,1.0,0,Novice
freeCodeCamp/freeCodeCamp,64927,camperbot,majestic-owl448,94.86,1,60,205,0.97,0,Reliable Author
freeCodeCamp/freeCodeCamp,64917,shivansh31414,majestic-owl448,97.85,5,2,3,0.67,0,Noisy Author
freeCodeCamp/freeCodeCamp,64916,sagi0312,huyenltnguyen,182.84,4,28,1,1.0,0,Novice
freeCodeCamp/freeCodeCamp,64906,Jeevankumar-s,Dario-DC,107.32,9,12,60,0.87,12,Core Reviewer
freeCodeCamp/freeCodeCamp,64902,bdtripp,gikf,18.13,2,4,15,1.0,0,Reliable Author
freeCodeCamp/freeCodeCamp,64896,RitamPal26,majestic-owl448,124.68,43,1027,2,1.0,0,Reliable Author
freeCodeCamp/freeCodeCamp,64878,femincan,majestic-owl448,0.03,9,134,1,1.0,0,Novice
freeCodeCamp/freeCodeCamp,64868,steven-the-qa,ojeytonwilliams,188.12,8,84,1,1.0,0,Novice
freeCodeCamp/freeCodeCamp,64867,DeveloperViraj,majestic-owl448,0.91,7,2,16,0.69,0,Noisy Author
freeCodeCamp/freeCodeCamp,64866,AdityaSingh-18,majestic-owl448,0.07,27,1695,37,0.92,2,Reliable Author
freeCodeCamp/freeCodeCamp,64851,moT01,ShaunSHamilton,376.46,1,20,146,0.97,392,Core Reviewer
freeCodeCamp/freeCodeCamp,64849,Jeevankumar-s,huyenltnguyen,264.39,3,86,60,0.87,12,Core Reviewer
freeCodeCamp/freeCodeCamp,64846,Sembauke,Nirajn2311,376.91,1,16,97,0.77,416,Core Reviewer
freeCodeCamp/freeCodeCamp,64843,miyaliu666,copilot-pull-request-reviewer,4.36,3,204,36,0.97,21,Core Reviewer
freeCodeCamp/freeCodeCamp,64828,Habeetech,majestic-owl448,203.01,36,242,1,1.0,0,Novice
freeCodeCamp/freeCodeCamp,64819,kannan-ravi,ojeytonwilliams,218.54,2,428,11,0.82,0,Reliable Author
freeCodeCamp/freeCodeCamp,64811,heidi37,majestic-owl448,431.67,5,6,1,1.0,0,Novice
freeCodeCamp/freeCodeCamp,64804,laxitajain,gikf,357.25,5,2,4,0.5,0,Noisy Author
freeCodeCamp/freeCodeCamp,64801,Psst02,majestic-owl448,3.79,37,475,1,1.0,0,Novice
freeCodeCamp/freeCodeCamp,64795,raisedadead,ojeytonwilliams,465.53,2,34,116,0.89,361,Core Reviewer
freeCodeCamp/freeCodeCamp,64760,ShaunSHamilton,huyenltnguyen,17.09,3,63,97,0.89,139,Core Reviewer
freeCodeCamp/freeCodeCamp,64751,ahmaxed,ShaunSHamilton,19.54,4,73,45,0.87,33,Core Reviewer
freeCodeCamp/freeCodeCamp,64741,ojeytonwilliams,raisedadead,293.19,1,162,304,0.93,223,Core Reviewer
freeCodeCamp/freeCodeCamp,64657,ojeytonwilliams,ShaunSHamilton,479.79,2,24,304,0.93,223,Core Reviewer
freeCodeCamp/freeCodeCamp,64647,majestic-owl448,gikf,458.73,4,46,133,0.97,1205,Core Reviewer
freeCodeCamp/freeCodeCamp,64546,RafaelDavisH,estefaniacn,424.48,10,11677,14,0.57,0,Noisy Author
freeCodeCamp/freeCodeCamp,64455,ojeytonwilliams,raisedadead,672.72,3,688,304,0.93,223,Core Reviewer
freeCodeCamp/freeCodeCamp,64283,moT01,huyenltnguyen,27.1,18,8829,146,0.97,392,Core Reviewer
freeCodeCamp/freeCodeCamp,64167,ojeytonwilliams,raisedadead,903.67,5,1490,304,0.93,223,Core Reviewer
freeCodeCamp/freeCodeCamp,64137,ahmaxed,ojeytonwilliams,697.35,10,328,45,0.87,33,Core Reviewer
freeCodeCamp/freeCodeCamp,63632,zairahira,majestic-owl448,17.49,15,217,47,0.96,139,Core Reviewer
freeCodeCamp/freeCodeCamp,63586,raisedadead,huyenltnguyen,1400.6,1,258,116,0.89,361,Core Reviewer
freeCodeCamp/freeCodeCamp,63503,Sembauke,ojeytonwilliams,667.04,10,1303,97,0.77,416,Core Reviewer
freeCodeCamp/freeCodeCamp,63050,Om7035,huyenltnguyen,1.08,12,155,1,1.0,0,Novice
freeCodeCamp/freeCodeCamp,62866,mtrivera,majestic-owl448,8.54,36,850,3,0.67,0,Noisy Author
freeCodeCamp/freeCodeCamp,62063,NewtonLC,raisedadead,517.87,15,360,1,1.0,0,Novice
nilbuild/developer-roadmap,9649,harshag121,copilot-pull-request-reviewer,0.08,3,71,3,1.0,0,Reliable Author
nilbuild/developer-roadmap,9648,harshag121,copilot-pull-request-reviewer,0.18,2,39,3,1.0,0,Reliable Author
nilbuild/developer-roadmap,9647,harshag121,copilot-pull-request-reviewer,0.08,2,62,3,1.0,0,Reliable Author
n8n-io/n8n,26353,michael-radency,cubic-dev-ai,0.12,3,114,167,0.82,168,Core Reviewer
n8n-io/n8n,26345,MiloradFilipovic,scdekov,0.01,3,4,127,0.93,140,Core Reviewer
n8n-io/n8n,26343,cstuncsik,cubic-dev-ai,0.04,4,120,158,0.85,188,Core Reviewer
n8n-io/n8n,26340,cstuncsik,aikido-pr-checks,0.01,6,241,158,0.85,188,Core Reviewer
n8n-io/n8n,26339,MiloradFilipovic,cubic-dev-ai,0.06,3,4,127,0.93,140,Core Reviewer
n8n-io/n8n,26337,n8n-assistant,MiloradFilipovic,0.02,2,25,0,0.0,0,Novice
n8n-io/n8n,26335,Matsuuu,cubic-dev-ai,0.03,3,1,21,0.95,16,Core Reviewer
n8n-io/n8n,26332,n8n-assistant,cubic-dev-ai,0.04,2,31,0,0.0,0,Novice
n8n-io/n8n,26325,MiloradFilipovic,cubic-dev-ai,0.08,4,74,127,0.93,140,Core Reviewer
n8n-io/n8n,26308,afitzek,cubic-dev-ai,1.27,4,93,135,0.96,117,Core Reviewer
n8n-io/n8n,26298,afitzek,cubic-dev-ai,3.93,7,569,135,0.96,117,Core Reviewer
n8n-io/n8n,26296,dlavrenuek,cubic-dev-ai,0.15,7,145,32,0.72,28,Core Reviewer
n8n-io/n8n,26295,MiloradFilipovic,cubic-dev-ai,0.13,3,35,127,0.93,140,Core Reviewer
n8n-io/n8n,26294,Matsuuu,shortstacked,0.01,3,4,21,0.95,16,Core Reviewer
n8n-io/n8n,26292,alexgrozav,cubic-dev-ai,0.07,4,218,213,0.89,144,Core Reviewer
n8n-io/n8n,26289,CharlieKolb,cubic-dev-ai,0.16,5,93,220,0.87,286,Core Reviewer
n8n-io/n8n,26287,shortstacked,scdekov,0.25,3,14,296,0.88,239,Core Reviewer
n8n-io/n8n,26281,Matsuuu,cubic-dev-ai,0.14,6,87,21,0.95,16,Core Reviewer
n8n-io/n8n,26215,n8n-assistant,tomi,0.0,3,42,0,0.0,0,Novice
n8n-io/n8n,26210,shortstacked,cubic-dev-ai,0.11,5,1084,296,0.88,239,Core Reviewer
n8n-io/n8n,26209,guillaumejacquart,cubic-dev-ai,0.24,6,797,196,0.9,215,Core Reviewer
n8n-io/n8n,26196,shortstacked,konstantintieber,15.66,6,400,296,0.88,239,Core Reviewer
n8n-io/n8n,26191,sandra0503,geemanjs,0.84,3,48,0,0.0,0,Novice
n8n-io/n8n,26190,frstavares,Joco-95,0.85,4,213,8,0.88,6,Core Reviewer
n8n-io/n8n,26189,ireneea,konstantintieber,1.11,4,214,60,0.93,68,Core Reviewer
n8n-io/n8n,26182,n8n-assistant,MiloradFilipovic,0.01,1,24,0,0.0,0,Novice
n8n-io/n8n,26181,Matsuuu,shortstacked,3.73,8,456,21,0.95,16,Core Reviewer
n8n-io/n8n,26180,alielkhateeb,ireneea,2.2,4,92,9,0.89,3,Reliable Author
n8n-io/n8n,26179,alexgrozav,r00gm,0.46,2,50,213,0.89,144,Core Reviewer
n8n-io/n8n,26178,r00gm,alexgrozav,2.76,2,727,89,0.9,171,Core Reviewer
n8n-io/n8n,26177,aalises,mike12345567,23.25,3,184,59,0.92,25,Core Reviewer
n8n-io/n8n,26176,afitzek,guillaumejacquart,3.7,7,577,135,0.96,117,Core Reviewer
n8n-io/n8n,26175,heymynameisrob,sandra0503,1.49,2,12,19,0.63,9,Core Reviewer
n8n-io/n8n,26172,mutdmour,cubic-dev-ai,24.57,6,1412,148,0.88,184,Core Reviewer
n8n-io/n8n,26169,MiloradFilipovic,konstantintieber,7.73,2,464,127,0.93,140,Core Reviewer
n8n-io/n8n,26168,MiloradFilipovic,michael-radency,0.51,2,48,127,0.93,140,Core Reviewer
n8n-io/n8n,26165,michael-radency,elsmr,24.74,2,4,167,0.82,168,Core Reviewer
n8n-io/n8n,26164,Matsuuu,shortstacked,0.1,2,94,21,0.95,16,Core Reviewer
n8n-io/n8n,26151,afitzek,phyllis-noester,11.73,4,6,135,0.96,117,Core Reviewer
n8n-io/n8n,26150,shortstacked,cubic-dev-ai,92.94,3,118,296,0.88,239,Core Reviewer
n8n-io/n8n,26149,shortstacked,geemanjs,0.59,4,347,296,0.88,239,Core Reviewer
n8n-io/n8n,26148,Tuukkaa,heymynameisrob,20.93,2,200,9,1.0,8,Core Reviewer
n8n-io/n8n,26146,sandra0503,ireneea,18.98,2,180,23,0.96,7,Core Reviewer
n8n-io/n8n,26145,aalises,sandra0503,0.25,3,105,59,0.92,25,Core Reviewer
n8n-io/n8n,26143,ireneea,cubic-dev-ai,45.93,4,608,60,0.93,68,Core Reviewer
n8n-io/n8n,26142,despairblue,cubic-dev-ai,41.86,9,684,86,0.93,86,Core Reviewer
n8n-io/n8n,26141,guillaumejacquart,phyllis-noester,18.5,3,350,196,0.9,215,Core Reviewer
n8n-io/n8n,26135,n8n-assistant,tomi,0.0,1,426,0,0.0,0,Novice
n8n-io/n8n,26132,mike12345567,OlegIvaniv,0.96,2,246,55,0.98,62,Core Reviewer
n8n-io/n8n,26130,alexgrozav,Tuukkaa,0.25,2,11,213,0.89,144,Core Reviewer
n8n-io/n8n,26129,dariacodes,shortstacked,1.88,3,117,130,0.95,139,Core Reviewer
n8n-io/n8n,26128,n8n-assistant,dariacodes,0.43,1,24,0,0.0,0,Novice
n8n-io/n8n,26127,n8n-assistant,dariacodes,0.43,1,17,0,0.0,0,Novice
