repository,pr_number,author,primary_reviewer,first_review_latency_hours,discussion_volume,loc_changed,prior_prs,acceptance_rate,formal_reviews,experience_category
TheOdinProject/curriculum,30686,mao-sz,JoshDevHub,4.27,1,20,125,0.95,323,Core Reviewer
TheOdinProject/curriculum,30679,mao-sz,JoshDevHub,4.75,1,2,125,0.95,323,Core Reviewer
TheOdinProject/curriculum,30678,gregorgatej,JoshDevHub,4.88,1,4,2,1.0,0,Reliable Author
TheOdinProject/curriculum,30677,Goal-max,mao-sz,1.84,2,2,1,1.0,0,Novice
TheOdinProject/curriculum,30676,mao-sz,zachmmeyer,2.53,1,0,125,0.95,323,Core Reviewer
TheOdinProject/curriculum,30675,carlosmperezm,JoshDevHub,0.0,1,2,10,1.0,0,Reliable Author
TheOdinProject/curriculum,30673,QdMe,mao-sz,7.04,1,1,3,1.0,0,Reliable Author
TheOdinProject/curriculum,30671,B1t-Master,mao-sz,18.37,4,8,3,0.67,0,Noisy Author
TheOdinProject/curriculum,30670,castillo-alex,JoshDevHub,1.22,3,2,1,1.0,0,Novice
TheOdinProject/curriculum,30669,ZackHoang,JoshDevHub,70.31,4,11,40,1.0,0,Reliable Author
TheOdinProject/curriculum,30668,carlosmperezm,mao-sz,0.55,1,1,10,1.0,0,Reliable Author
TheOdinProject/curriculum,30663,gregorgatej,JoshDevHub,37.29,1,2,2,1.0,0,Reliable Author
TheOdinProject/curriculum,30661,bartek8b,mao-sz,0.0,2,1,1,1.0,0,Novice
TheOdinProject/curriculum,30660,sufiancodes,mao-sz,0.0,1,17,1,1.0,0,Novice
TheOdinProject/curriculum,30659,ZackHoang,mao-sz,0.0,2,10,40,1.0,0,Reliable Author
TheOdinProject/curriculum,30658,ZackHoang,mao-sz,0.0,2,6,40,1.0,0,Reliable Author
TheOdinProject/curriculum,30657,ZackHoang,JoshDevHub,139.76,3,0,40,1.0,0,Reliable Author
TheOdinProject/curriculum,30656,QdMe,mao-sz,0.85,1,2,3,1.0,0,Reliable Author
TheOdinProject/curriculum,30655,mao-sz,zachmmeyer,366.46,1,12,125,0.95,323,Core Reviewer
TheOdinProject/curriculum,30653,mao-sz,ManonLef,260.48,1,8,125,0.95,323,Core Reviewer
TheOdinProject/curriculum,30652,Maddily,mao-sz,0.05,1,2,10,0.9,0,Reliable Author
TheOdinProject/curriculum,30650,nandxi,JoshDevHub,7.19,1,2,1,1.0,0,Novice
TheOdinProject/curriculum,30649,JoshDevHub,KevinMulhern,31.79,1,31,10,0.9,151,Core Reviewer
TheOdinProject/curriculum,30648,ChristoferLv,mao-sz,1.71,1,8,1,1.0,0,Novice
TheOdinProject/curriculum,30646,mao-sz,ManonLef,17.76,1,18,125,0.95,323,Core Reviewer
TheOdinProject/curriculum,30645,martupeluso,mao-sz,0.19,1,44,2,1.0,0,Reliable Author
TheOdinProject/curriculum,30630,JoshDevHub,mao-sz,4.47,1,2,10,0.9,151,Core Reviewer
TheOdinProject/curriculum,30629,frostBite1418,mao-sz,16.87,1,2,2,1.0,0,Reliable Author
TheOdinProject/curriculum,30627,scriabin-enjoyer,JoshDevHub,0.2,2,2,4,1.0,0,Reliable Author
TheOdinProject/curriculum,30626,AnmolDx,mao-sz,2.25,1,2,6,1.0,0,Reliable Author
TheOdinProject/curriculum,30625,frostBite1418,mao-sz,0.37,1,6,2,1.0,0,Reliable Author
TheOdinProject/curriculum,30624,goran1010,mao-sz,0.76,1,2,67,0.97,0,Reliable Author
TheOdinProject/curriculum,30621,ZackHoang,mao-sz,7.15,1,2,40,1.0,0,Reliable Author
TheOdinProject/curriculum,30620,ZackHoang,mao-sz,7.31,1,5,40,1.0,0,Reliable Author
TheOdinProject/curriculum,30616,VedPawar1410,mao-sz,5.37,2,13,1,1.0,0,Novice
TheOdinProject/curriculum,30615,simeonrediger,mao-sz,12.97,2,2,1,1.0,0,Novice
TheOdinProject/curriculum,30613,AnmolDx,mao-sz,27.11,1,23,6,1.0,0,Reliable Author
TheOdinProject/curriculum,30612,AnmolDx,mao-sz,27.58,1,21,6,1.0,0,Reliable Author
TheOdinProject/curriculum,30611,AnmolDx,mao-sz,28.25,1,10,6,1.0,0,Reliable Author
TheOdinProject/curriculum,30608,VladNegara,mao-sz,52.37,5,2,3,1.0,0,Reliable Author
TheOdinProject/curriculum,30607,mao-sz,fortypercenttitanium,85.98,1,26,125,0.95,323,Core Reviewer
TheOdinProject/curriculum,30295,goran1010,wise-king-sullyman,1466.05,1,55,67,0.97,0,Reliable Author
TheOdinProject/curriculum,30071,mao-sz,ManonLef,4.72,9,140,125,0.95,323,Core Reviewer
openlayers/openlayers,17348,m-mohr,ahocevar,28.56,2,4,4,1.0,1,Reliable Author
openlayers/openlayers,17313,ahocevar,jahow,250.06,2,112,58,0.93,232,Core Reviewer
openlayers/openlayers,17312,RobertOrthofer,mprins,43.47,4,353,3,1.0,2,Reliable Author
openlayers/openlayers,17311,ahocevar,tschaub,11.47,1,40,58,0.93,232,Core Reviewer
openlayers/openlayers,17308,tschaub,ahocevar,7.57,5,7,14,0.86,156,Core Reviewer
openlayers/openlayers,17301,M393,ahocevar,30.67,3,200,17,0.82,3,Reliable Author
openlayers/openlayers,17300,daniluk4000,ahocevar,0.48,3,25,2,1.0,0,Reliable Author
openlayers/openlayers,17295,ahocevar,RobertOrthofer,1.29,1,2,58,0.93,232,Core Reviewer
openlayers/openlayers,17294,ahocevar,RobertOrthofer,14.65,1,72,58,0.93,232,Core Reviewer
openlayers/openlayers,17293,hyeonjun-L,ahocevar,3.48,5,137,2,1.0,0,Reliable Author
openlayers/openlayers,17292,hyeonjun-L,ahocevar,8.36,4,143,2,1.0,0,Reliable Author
openlayers/openlayers,17291,daniluk4000,ahocevar,0.97,9,52,2,1.0,0,Reliable Author
openlayers/openlayers,17287,constantinius,ahocevar,401.51,10,90,1,1.0,0,Novice
openlayers/openlayers,17286,viktorijasolovjova,ahocevar,21.04,1,2,3,1.0,0,Reliable Author
openlayers/openlayers,17282,viktorijasolovjova,ahocevar,15.59,2,874,3,1.0,0,Reliable Author
openlayers/openlayers,17279,emmanuelmathot,ahocevar,0.0,2,102,2,0.5,0,Noisy Author
openlayers/openlayers,17259,simonseyock,ahocevar,588.55,8,809,1,1.0,0,Novice
projectdiscovery/nuclei-templates,15529,DhiyaneshGeek,theamanrawat,2.26,2,60,497,0.99,804,Core Reviewer
projectdiscovery/nuclei-templates,15523,Sechunt3r,neo-by-projectdiscovery-dev,0.07,7,37,82,0.96,0,Reliable Author
projectdiscovery/nuclei-templates,15518,Akokonunes,theamanrawat,28.07,1,78,138,0.94,173,Core Reviewer
projectdiscovery/nuclei-templates,15464,Akokonunes,neo-by-projectdiscovery-dev,0.06,3,117,138,0.94,173,Core Reviewer
projectdiscovery/nuclei-templates,15463,Akokonunes,neo-by-projectdiscovery-dev,0.05,5,37,138,0.94,173,Core Reviewer
projectdiscovery/nuclei-templates,15458,Sechunt3r,neo-by-projectdiscovery-dev,1.09,5,41,82,0.96,0,Reliable Author
projectdiscovery/nuclei-templates,15439,4ykutG,neo-by-projectdiscovery-dev,0.05,7,36,1,1.0,0,Novice
projectdiscovery/nuclei-templates,15438,rxerium,neo-by-projectdiscovery-dev,27.99,4,29,101,0.88,0,Reliable Author
projectdiscovery/nuclei-templates,15436,rxerium,neo-by-projectdiscovery-dev,0.08,5,35,101,0.88,0,Reliable Author
projectdiscovery/nuclei-templates,15425,Samfresh-ai,theamanrawat,1.11,1,4,4,0.5,0,Noisy Author
projectdiscovery/nuclei-templates,15424,omarkurt,Akokonunes,75.39,2,60,10,0.9,0,Reliable Author
projectdiscovery/nuclei-templates,15393,DhiyaneshGeek,ritikchaddha,113.22,1,26,497,0.99,804,Core Reviewer
projectdiscovery/nuclei-templates,15379,fail-open,ritikchaddha,20.98,1,4,2,1.0,0,Reliable Author
projectdiscovery/nuclei-templates,15377,rxerium,DhiyaneshGeek,81.08,2,36,101,0.88,0,Reliable Author
projectdiscovery/nuclei-templates,15376,riteshs4hu,ritikchaddha,23.95,1,63,27,0.81,0,Reliable Author
projectdiscovery/nuclei-templates,15374,DhiyaneshGeek,theamanrawat,6.92,1,45,497,0.99,804,Core Reviewer
projectdiscovery/nuclei-templates,15367,inokii,pussycat0x,35.79,2,64,4,1.0,0,Reliable Author
projectdiscovery/nuclei-templates,15364,Sechunt3r,theamanrawat,33.98,1,32,82,0.96,0,Reliable Author
projectdiscovery/nuclei-templates,15335,trader642,DhiyaneshGeek,27.76,1,43,6,0.33,0,Noisy Author
projectdiscovery/nuclei-templates,15331,trader642,pussycat0x,0.0,2,45,6,0.33,0,Noisy Author
projectdiscovery/nuclei-templates,15317,Sechunt3r,Akokonunes,5.72,1,43,82,0.96,0,Reliable Author
projectdiscovery/nuclei-templates,15314,Sechunt3r,DhiyaneshGeek,36.05,1,44,82,0.96,0,Reliable Author
projectdiscovery/nuclei-templates,15313,DhiyaneshGeek,pussycat0x,27.99,2,66,497,0.99,804,Core Reviewer
projectdiscovery/nuclei-templates,15308,shamo0,theamanrawat,35.27,1,39,2,1.0,0,Reliable Author
projectdiscovery/nuclei-templates,15307,Sechunt3r,DhiyaneshGeek,34.25,1,43,82,0.96,0,Reliable Author
projectdiscovery/nuclei-templates,15306,chris-h2,DhiyaneshGeek,0.04,1,4,1,1.0,0,Novice
projectdiscovery/nuclei-templates,15305,pussycat0x,DhiyaneshGeek,0.27,1,36,236,0.92,516,Core Reviewer
projectdiscovery/nuclei-templates,15304,theamanrawat,DhiyaneshGeek,0.77,1,30,76,0.97,202,Core Reviewer
projectdiscovery/nuclei-templates,15303,ritikchaddha,DhiyaneshGeek,0.12,1,33,321,0.97,531,Core Reviewer
projectdiscovery/nuclei-templates,15302,DhiyaneshGeek,pussycat0x,2.62,1,64,497,0.99,804,Core Reviewer
projectdiscovery/nuclei-templates,15301,Akokonunes,DhiyaneshGeek,0.44,1,3,138,0.94,173,Core Reviewer
projectdiscovery/nuclei-templates,15300,DhiyaneshGeek,ehsandeep,0.24,1,66,497,0.99,804,Core Reviewer
projectdiscovery/nuclei-templates,15299,DhiyaneshGeek,ritikchaddha,8.33,1,3,497,0.99,804,Core Reviewer
projectdiscovery/nuclei-templates,15298,rxerium,DhiyaneshGeek,0.15,1,2,101,0.88,0,Reliable Author
projectdiscovery/nuclei-templates,15294,Sourabh-Sahu,DhiyaneshGeek,0.36,1,57,73,0.79,0,Reliable Author
projectdiscovery/nuclei-templates,15292,Sourabh-Sahu,theamanrawat,13.12,1,41,73,0.79,0,Reliable Author
projectdiscovery/nuclei-templates,15289,Sourabh-Sahu,theamanrawat,14.52,1,60,73,0.79,0,Reliable Author
projectdiscovery/nuclei-templates,15288,Sourabh-Sahu,pussycat0x,17.14,1,56,73,0.79,0,Reliable Author
projectdiscovery/nuclei-templates,15283,Sechunt3r,DhiyaneshGeek,6.09,1,51,82,0.96,0,Reliable Author
projectdiscovery/nuclei-templates,15282,m0b1u3,theamanrawat,19.65,1,203,1,1.0,0,Novice
projectdiscovery/nuclei-templates,15280,ehsandeep,DhiyaneshGeek,0.09,1,124,30,0.87,125,Core Reviewer
projectdiscovery/nuclei-templates,15279,DhiyaneshGeek,theamanrawat,24.15,1,43,497,0.99,804,Core Reviewer
projectdiscovery/nuclei-templates,15278,DhiyaneshGeek,theamanrawat,24.72,1,47,497,0.99,804,Core Reviewer
projectdiscovery/nuclei-templates,15277,DhiyaneshGeek,theamanrawat,3.07,1,45,497,0.99,804,Core Reviewer
projectdiscovery/nuclei-templates,15276,DhiyaneshGeek,theamanrawat,5.49,1,59,497,0.99,804,Core Reviewer
projectdiscovery/nuclei-templates,15254,Sechunt3r,Akokonunes,53.49,1,31,82,0.96,0,Reliable Author
projectdiscovery/nuclei-templates,15253,Sechunt3r,Akokonunes,56.49,1,47,82,0.96,0,Reliable Author
projectdiscovery/nuclei-templates,15252,Akokonunes,DhiyaneshGeek,32.17,1,110,138,0.94,173,Core Reviewer
projectdiscovery/nuclei-templates,15251,righettod,DhiyaneshGeek,13.27,3,31,83,0.98,0,Reliable Author
projectdiscovery/nuclei-templates,15250,Kylianghd,Akokonunes,11.29,1,8,3,1.0,0,Reliable Author
projectdiscovery/nuclei-templates,15249,Sechunt3r,pussycat0x,23.9,2,77,82,0.96,0,Reliable Author
projectdiscovery/nuclei-templates,15246,pussycat0x,Akokonunes,2.21,1,73,236,0.92,516,Core Reviewer
projectdiscovery/nuclei-templates,15244,pussycat0x,ritikchaddha,42.06,1,44,236,0.92,516,Core Reviewer
projectdiscovery/nuclei-templates,15243,pussycat0x,theamanrawat,13.22,1,73,236,0.92,516,Core Reviewer
projectdiscovery/nuclei-templates,15242,pussycat0x,DhiyaneshGeek,0.0,2,63,236,0.92,516,Core Reviewer
projectdiscovery/nuclei-templates,15228,hevnsnt,ritikchaddha,43.64,1,58,16,0.06,0,Noisy Author
projectdiscovery/nuclei-templates,15224,pussycat0x,DhiyaneshGeek,1.9,1,61,236,0.92,516,Core Reviewer
projectdiscovery/nuclei-templates,15223,pussycat0x,theamanrawat,21.76,1,33,236,0.92,516,Core Reviewer
projectdiscovery/nuclei-templates,15222,pussycat0x,ritikchaddha,55.05,1,50,236,0.92,516,Core Reviewer
projectdiscovery/nuclei-templates,15221,Sourabh-Sahu,Akokonunes,19.49,1,56,73,0.79,0,Reliable Author
projectdiscovery/nuclei-templates,15220,Sourabh-Sahu,pussycat0x,31.44,2,62,73,0.79,0,Reliable Author
projectdiscovery/nuclei-templates,15219,Sourabh-Sahu,DhiyaneshGeek,61.04,1,59,73,0.79,0,Reliable Author
projectdiscovery/nuclei-templates,15217,Sourabh-Sahu,theamanrawat,24.69,1,57,73,0.79,0,Reliable Author
projectdiscovery/nuclei-templates,15216,Sourabh-Sahu,pussycat0x,17.83,2,58,73,0.79,0,Reliable Author
projectdiscovery/nuclei-templates,15215,Sourabh-Sahu,Akokonunes,19.67,1,56,73,0.79,0,Reliable Author
projectdiscovery/nuclei-templates,15214,Sourabh-Sahu,pussycat0x,31.86,2,58,73,0.79,0,Reliable Author
projectdiscovery/nuclei-templates,15213,Sourabh-Sahu,DhiyaneshGeek,61.24,1,59,73,0.79,0,Reliable Author
projectdiscovery/nuclei-templates,15211,Sourabh-Sahu,DhiyaneshGeek,9.24,1,57,73,0.79,0,Reliable Author
projectdiscovery/nuclei-templates,15210,Sourabh-Sahu,theamanrawat,29.26,1,58,73,0.79,0,Reliable Author
projectdiscovery/nuclei-templates,15209,Sourabh-Sahu,DhiyaneshGeek,3.82,1,60,73,0.79,0,Reliable Author
projectdiscovery/nuclei-templates,15208,Sourabh-Sahu,DhiyaneshGeek,61.45,1,59,73,0.79,0,Reliable Author
projectdiscovery/nuclei-templates,15207,Sechunt3r,DhiyaneshGeek,65.68,1,45,82,0.96,0,Reliable Author
projectdiscovery/nuclei-templates,15206,Sechunt3r,ritikchaddha,62.85,1,60,82,0.96,0,Reliable Author
projectdiscovery/nuclei-templates,15202,Sourabh-Sahu,pussycat0x,17.0,2,57,73,0.79,0,Reliable Author
projectdiscovery/nuclei-templates,15201,Sourabh-Sahu,theamanrawat,35.85,1,57,73,0.79,0,Reliable Author
projectdiscovery/nuclei-templates,15200,Sourabh-Sahu,DhiyaneshGeek,12.8,1,61,73,0.79,0,Reliable Author
projectdiscovery/nuclei-templates,15199,Sourabh-Sahu,DhiyaneshGeek,72.73,1,59,73,0.79,0,Reliable Author
projectdiscovery/nuclei-templates,15198,Sourabh-Sahu,Akokonunes,13.41,1,57,73,0.79,0,Reliable Author
projectdiscovery/nuclei-templates,15196,Sourabh-Sahu,theamanrawat,71.33,2,59,73,0.79,0,Reliable Author
projectdiscovery/nuclei-templates,15195,Sourabh-Sahu,pussycat0x,42.42,2,61,73,0.79,0,Reliable Author
projectdiscovery/nuclei-templates,15194,Sourabh-Sahu,DhiyaneshGeek,72.67,1,58,73,0.79,0,Reliable Author
projectdiscovery/nuclei-templates,15192,Sourabh-Sahu,ritikchaddha,26.52,2,58,73,0.79,0,Reliable Author
projectdiscovery/nuclei-templates,15191,Sourabh-Sahu,theamanrawat,40.62,1,61,73,0.79,0,Reliable Author
projectdiscovery/nuclei-templates,15190,Sourabh-Sahu,Akokonunes,16.51,1,57,73,0.79,0,Reliable Author
projectdiscovery/nuclei-templates,15189,Sourabh-Sahu,DhiyaneshGeek,72.97,1,59,73,0.79,0,Reliable Author
projectdiscovery/nuclei-templates,15188,Sourabh-Sahu,DhiyaneshGeek,15.46,1,59,73,0.79,0,Reliable Author
projectdiscovery/nuclei-templates,15187,Sechunt3r,Akokonunes,80.89,1,61,82,0.96,0,Reliable Author
projectdiscovery/nuclei-templates,15186,Sechunt3r,pussycat0x,88.9,1,33,82,0.96,0,Reliable Author
projectdiscovery/nuclei-templates,15185,Sechunt3r,ritikchaddha,91.3,1,44,82,0.96,0,Reliable Author
projectdiscovery/nuclei-templates,15184,Sechunt3r,pussycat0x,44.29,1,36,82,0.96,0,Reliable Author
projectdiscovery/nuclei-templates,15183,Sechunt3r,pussycat0x,44.32,1,55,82,0.96,0,Reliable Author
projectdiscovery/nuclei-templates,15182,Sechunt3r,theamanrawat,86.57,1,37,82,0.96,0,Reliable Author
projectdiscovery/nuclei-templates,15181,Sechunt3r,pussycat0x,43.57,2,47,82,0.96,0,Reliable Author
projectdiscovery/nuclei-templates,15180,Sechunt3r,pussycat0x,89.06,1,42,82,0.96,0,Reliable Author
projectdiscovery/nuclei-templates,15179,Sechunt3r,theamanrawat,16.98,1,51,82,0.96,0,Reliable Author
projectdiscovery/nuclei-templates,15178,Sechunt3r,DhiyaneshGeek,75.92,1,54,82,0.96,0,Reliable Author
projectdiscovery/nuclei-templates,15177,Sourabh-Sahu,ritikchaddha,71.59,1,60,73,0.79,0,Reliable Author
projectdiscovery/nuclei-templates,15176,Sourabh-Sahu,DhiyaneshGeek,75.44,1,59,73,0.79,0,Reliable Author
projectdiscovery/nuclei-templates,15175,Sourabh-Sahu,pussycat0x,44.89,2,60,73,0.79,0,Reliable Author
projectdiscovery/nuclei-templates,15174,Sourabh-Sahu,theamanrawat,38.71,1,59,73,0.79,0,Reliable Author
projectdiscovery/nuclei-templates,15173,Sourabh-Sahu,DhiyaneshGeek,75.35,1,62,73,0.79,0,Reliable Author
projectdiscovery/nuclei-templates,15168,omarkurt,DhiyaneshGeek,42.1,1,53,10,0.9,0,Reliable Author
projectdiscovery/nuclei-templates,15167,DhiyaneshGeek,theamanrawat,43.58,1,36,497,0.99,804,Core Reviewer
projectdiscovery/nuclei-templates,15166,Sourabh-Sahu,ritikchaddha,57.84,2,61,73,0.79,0,Reliable Author
projectdiscovery/nuclei-templates,15165,Sourabh-Sahu,theamanrawat,102.89,1,62,73,0.79,0,Reliable Author
projectdiscovery/nuclei-templates,15164,Sourabh-Sahu,DhiyaneshGeek,28.78,1,59,73,0.79,0,Reliable Author
projectdiscovery/nuclei-templates,15163,Sourabh-Sahu,DhiyaneshGeek,42.06,1,58,73,0.79,0,Reliable Author
projectdiscovery/nuclei-templates,15162,Sourabh-Sahu,DhiyaneshGeek,42.92,1,58,73,0.79,0,Reliable Author
projectdiscovery/nuclei-templates,15160,Sechunt3r,Akokonunes,124.11,1,57,82,0.96,0,Reliable Author
projectdiscovery/nuclei-templates,15159,Sechunt3r,pussycat0x,62.24,2,49,82,0.96,0,Reliable Author
projectdiscovery/nuclei-templates,15158,Sechunt3r,theamanrawat,60.68,2,62,82,0.96,0,Reliable Author
projectdiscovery/nuclei-templates,15157,Sechunt3r,ritikchaddha,71.45,1,68,82,0.96,0,Reliable Author
projectdiscovery/nuclei-templates,15156,Sechunt3r,pussycat0x,18.99,2,38,82,0.96,0,Reliable Author
projectdiscovery/nuclei-templates,15155,ohmygod20260203,DhiyaneshGeek,12.39,1,79,13,0.15,0,Noisy Author
projectdiscovery/nuclei-templates,15144,daffainfo,ritikchaddha,130.1,1,87,118,0.95,1,Reliable Author
projectdiscovery/nuclei-templates,15140,Sechunt3r,theamanrawat,35.86,1,30,82,0.96,0,Reliable Author
projectdiscovery/nuclei-templates,15139,ohmygod20260203,pussycat0x,131.93,12,147,13,0.15,0,Noisy Author
projectdiscovery/nuclei-templates,15138,ritikchaddha,pussycat0x,6.64,1,44,321,0.97,531,Core Reviewer
projectdiscovery/nuclei-templates,15137,rxerium,Akokonunes,39.57,1,36,101,0.88,0,Reliable Author
projectdiscovery/nuclei-templates,15135,Sechunt3r,ritikchaddha,160.45,1,33,82,0.96,0,Reliable Author
projectdiscovery/nuclei-templates,15134,theamanrawat,ritikchaddha,11.11,1,1,76,0.97,202,Core Reviewer
projectdiscovery/nuclei-templates,15131,righettod,pussycat0x,47.65,2,33,83,0.98,0,Reliable Author
projectdiscovery/nuclei-templates,15123,snieguu,DhiyaneshGeek,58.57,1,59,2,1.0,0,Reliable Author
projectdiscovery/nuclei-templates,15121,theamanrawat,Akokonunes,15.68,1,31,76,0.97,202,Core Reviewer
projectdiscovery/nuclei-templates,15119,daffainfo,DhiyaneshGeek,65.86,1,4,118,0.95,1,Reliable Author
projectdiscovery/nuclei-templates,15117,daffainfo,pussycat0x,13.07,2,7,118,0.95,1,Reliable Author
projectdiscovery/nuclei-templates,15114,benjaminrhodes,theamanrawat,11.06,1,58,1,1.0,0,Novice
projectdiscovery/nuclei-templates,15110,Eren-Akdag,ehsandeep,0.21,1,8,5,1.0,0,Reliable Author
projectdiscovery/nuclei-templates,15109,ritikchaddha,pussycat0x,6.94,1,26,321,0.97,531,Core Reviewer
projectdiscovery/nuclei-templates,15106,Sechunt3r,DhiyaneshGeek,52.2,1,43,82,0.96,0,Reliable Author
projectdiscovery/nuclei-templates,15100,MaineK00n,Akokonunes,3.52,1,0,4,1.0,0,Reliable Author
projectdiscovery/nuclei-templates,15095,Sechunt3r,theamanrawat,86.56,3,38,82,0.96,0,Reliable Author
projectdiscovery/nuclei-templates,15091,Sechunt3r,theamanrawat,82.7,1,26,82,0.96,0,Reliable Author
projectdiscovery/nuclei-templates,15090,princechaddha,theamanrawat,11.41,1,52,145,0.8,45,Core Reviewer
projectdiscovery/nuclei-templates,15087,Akokonunes,ritikchaddha,220.81,1,51,138,0.94,173,Core Reviewer
projectdiscovery/nuclei-templates,15086,ritikchaddha,theamanrawat,0.49,1,33,321,0.97,531,Core Reviewer
projectdiscovery/nuclei-templates,15085,ritikchaddha,theamanrawat,0.63,1,58,321,0.97,531,Core Reviewer
projectdiscovery/nuclei-templates,15084,theamanrawat,pussycat0x,7.73,1,35,76,0.97,202,Core Reviewer
projectdiscovery/nuclei-templates,15083,riteshs4hu,theamanrawat,6.14,4,59,27,0.81,0,Reliable Author
projectdiscovery/nuclei-templates,15082,Sechunt3r,Akokonunes,28.49,1,37,82,0.96,0,Reliable Author
projectdiscovery/nuclei-templates,15081,ritikchaddha,pussycat0x,71.48,1,49,321,0.97,531,Core Reviewer
projectdiscovery/nuclei-templates,15080,ritikchaddha,theamanrawat,14.47,1,51,321,0.97,531,Core Reviewer
projectdiscovery/nuclei-templates,15079,princechaddha,pussycat0x,184.01,1,206,145,0.8,45,Core Reviewer
projectdiscovery/nuclei-templates,15078,Bretss,Akokonunes,35.96,1,33,1,1.0,0,Novice
projectdiscovery/nuclei-templates,15077,DhiyaneshGeek,ritikchaddha,19.46,1,36,497,0.99,804,Core Reviewer
projectdiscovery/nuclei-templates,15076,DhiyaneshGeek,Akokonunes,2.82,1,28,497,0.99,804,Core Reviewer
projectdiscovery/nuclei-templates,15075,Sechunt3r,pussycat0x,10.07,1,37,82,0.96,0,Reliable Author
projectdiscovery/nuclei-templates,15074,rxerium,pussycat0x,5.59,2,45,101,0.88,0,Reliable Author
projectdiscovery/nuclei-templates,15073,Akokonunes,theamanrawat,25.2,1,48,138,0.94,173,Core Reviewer
projectdiscovery/nuclei-templates,15072,princechaddha,pussycat0x,42.51,1,143,145,0.8,45,Core Reviewer
projectdiscovery/nuclei-templates,15061,rxerium,theamanrawat,42.72,1,5,101,0.88,0,Reliable Author
projectdiscovery/nuclei-templates,15057,DhiyaneshGeek,pussycat0x,22.72,1,28,497,0.99,804,Core Reviewer
projectdiscovery/nuclei-templates,15056,l4rm4nd,DhiyaneshGeek,46.2,6,3,2,1.0,0,Reliable Author
projectdiscovery/nuclei-templates,15055,rxerium,princechaddha,5.11,1,49,101,0.88,0,Reliable Author
projectdiscovery/nuclei-templates,15054,pussycat0x,theamanrawat,12.26,1,37,236,0.92,516,Core Reviewer
projectdiscovery/nuclei-templates,15053,pussycat0x,Akokonunes,7.31,1,30,236,0.92,516,Core Reviewer
projectdiscovery/nuclei-templates,15052,Akokonunes,ritikchaddha,76.5,1,32,138,0.94,173,Core Reviewer
projectdiscovery/nuclei-templates,15050,Sechunt3r,pussycat0x,44.54,1,36,82,0.96,0,Reliable Author
projectdiscovery/nuclei-templates,15049,flyingllama87,Akokonunes,44.7,1,175,5,0.4,0,Noisy Author
projectdiscovery/nuclei-templates,15047,Sechunt3r,DhiyaneshGeek,0.0,1,39,82,0.96,0,Reliable Author
projectdiscovery/nuclei-templates,15045,icarot,theamanrawat,0.0,1,45,17,1.0,0,Reliable Author
projectdiscovery/nuclei-templates,15044,pussycat0x,DhiyaneshGeek,3.32,2,51,236,0.92,516,Core Reviewer
projectdiscovery/nuclei-templates,15024,daffainfo,DhiyaneshGeek,213.56,2,58,118,0.95,1,Reliable Author
projectdiscovery/nuclei-templates,15014,celbahraoui,pussycat0x,94.99,2,27,1,1.0,0,Novice
projectdiscovery/nuclei-templates,15013,Kylianghd,DhiyaneshGeek,12.59,1,39,3,1.0,0,Reliable Author
projectdiscovery/nuclei-templates,15012,pussycat0x,theamanrawat,24.26,1,43,236,0.92,516,Core Reviewer
projectdiscovery/nuclei-templates,15011,daffainfo,Akokonunes,95.63,2,72,118,0.95,1,Reliable Author
projectdiscovery/nuclei-templates,15009,daffainfo,theamanrawat,213.89,2,78,118,0.95,1,Reliable Author
projectdiscovery/nuclei-templates,15008,Akokonunes,theamanrawat,23.9,1,30,138,0.94,173,Core Reviewer
projectdiscovery/nuclei-templates,15007,Akokonunes,DhiyaneshGeek,18.03,1,44,138,0.94,173,Core Reviewer
projectdiscovery/nuclei-templates,15006,Akokonunes,DhiyaneshGeek,18.24,1,37,138,0.94,173,Core Reviewer
projectdiscovery/nuclei-templates,15005,DhiyaneshGeek,Akokonunes,21.17,1,49,497,0.99,804,Core Reviewer
projectdiscovery/nuclei-templates,15004,Akokonunes,theamanrawat,31.22,1,35,138,0.94,173,Core Reviewer
projectdiscovery/nuclei-templates,15003,Akokonunes,DhiyaneshGeek,24.95,1,66,138,0.94,173,Core Reviewer
projectdiscovery/nuclei-templates,15002,Akokonunes,ritikchaddha,125.63,1,36,138,0.94,173,Core Reviewer
projectdiscovery/nuclei-templates,15001,Akokonunes,ritikchaddha,125.79,1,33,138,0.94,173,Core Reviewer
projectdiscovery/nuclei-templates,15000,ritikchaddha,Akokonunes,4.97,1,50,321,0.97,531,Core Reviewer
projectdiscovery/nuclei-templates,14999,Sechunt3r,ritikchaddha,79.93,1,35,82,0.96,0,Reliable Author
projectdiscovery/nuclei-templates,14998,ritikchaddha,theamanrawat,11.23,1,6,321,0.97,531,Core Reviewer
projectdiscovery/nuclei-templates,14997,ritikchaddha,DhiyaneshGeek,9.35,1,37,321,0.97,531,Core Reviewer
projectdiscovery/nuclei-templates,14996,ritikchaddha,theamanrawat,12.98,1,36,321,0.97,531,Core Reviewer
projectdiscovery/nuclei-templates,14994,omarkurt,theamanrawat,19.64,1,54,10,0.9,0,Reliable Author
projectdiscovery/nuclei-templates,14993,DhiyaneshGeek,theamanrawat,0.5,1,2,497,0.99,804,Core Reviewer
projectdiscovery/nuclei-templates,14992,theamanrawat,Akokonunes,15.67,1,56,76,0.97,202,Core Reviewer
