repository,pr_number,author,primary_reviewer,first_review_latency_hours,time_to_merge_hours,first_review_state,inline_comment_density,total_discussion_volume,loc_changed,prior_prs,acceptance_rate,formal_reviews,experience_category
vercel/next.js,90312,devjiwonchoi,eps1lon,0.0,3.31,APPROVED,0.0,2,5,647,0.77,428,Core Reviewer
vercel/next.js,90310,eps1lon,unstubbable,43.29,114.02,APPROVED,0.019,6,158,794,0.83,1058,Core Reviewer
vercel/next.js,90292,lubieowoce,gnoff,57.82,109.15,APPROVED,0.0,5,350,286,0.66,251,Core Reviewer
vercel/next.js,90283,eps1lon,unstubbable,50.47,99.26,APPROVED,0.0,3,76,794,0.83,1058,Core Reviewer
vercel/next.js,90279,nextjs-bot,eps1lon,0.74,0.74,APPROVED,0.0,2,5756,185,0.6,0,Noisy Author
vercel/next.js,90277,eps1lon,unstubbable,0.74,3.57,APPROVED,0.0059,3,170,794,0.83,1058,Core Reviewer
vercel/next.js,90274,eps1lon,unstubbable,105.15,157.08,APPROVED,0.0,6,21,794,0.83,1058,Core Reviewer
vercel/next.js,90273,eps1lon,unstubbable,105.35,153.6,COMMENTED,0.0256,6,39,794,0.83,1058,Core Reviewer
vercel/next.js,90272,unstubbable,eps1lon,2.02,2.58,APPROVED,0.0,4,39,470,0.91,330,Core Reviewer
vercel/next.js,90268,ztanner,ijjk,0.01,0.79,APPROVED,0.0,1,134,569,0.9,860,Core Reviewer
vercel/next.js,90261,unstubbable,lubieowoce,0.56,1.15,APPROVED,0.0,3,15,470,0.91,330,Core Reviewer
vercel/next.js,90257,lubieowoce,eps1lon,0.19,0.57,APPROVED,0.0,3,14,286,0.66,251,Core Reviewer
vercel/next.js,90256,eps1lon,devjiwonchoi,1.73,5.55,APPROVED,0.0,6,61,794,0.83,1058,Core Reviewer
vercel/next.js,90251,eps1lon,lubieowoce,3.38,5.91,COMMENTED,0.0019,7,517,794,0.83,1058,Core Reviewer
vercel/next.js,90249,gnoff,ztanner,0.22,3.4,APPROVED,0.0,3,119,185,0.81,309,Core Reviewer
vercel/next.js,90246,agneliutkiene,icyJoseph,8.26,164.43,COMMENTED,2.0,12,1,1,1.0,0,Novice
vercel/next.js,90238,mischnic,sokra,1.39,3.5,APPROVED,0.0021,7,480,702,0.86,940,Core Reviewer
vercel/next.js,90235,mischnic,lukesandberg,8.41,10.37,COMMENTED,0.0075,12,402,702,0.86,940,Core Reviewer
vercel/next.js,90234,mischnic,lukesandberg,8.39,8.48,APPROVED,0.0,7,77,702,0.86,940,Core Reviewer
vercel/next.js,90229,lukesandberg,sokra,31.36,120.06,COMMENTED,0.0098,9,409,301,0.8,471,Core Reviewer
vercel/next.js,90223,unstubbable,acdlite,12.75,135.02,COMMENTED,0.0062,13,1295,470,0.91,330,Core Reviewer
vercel/next.js,90222,acdlite,samselikoff,1.52,12.92,APPROVED,0.0015,2,682,184,0.9,79,Core Reviewer
vercel/next.js,90217,gnoff,ztanner,10.97,13.22,APPROVED,0.0,3,75,185,0.81,309,Core Reviewer
vercel/next.js,90215,gnoff,ztanner,14.08,14.1,APPROVED,0.0,3,136,185,0.81,309,Core Reviewer
vercel/next.js,90214,lubieowoce,unstubbable,0.41,3.39,APPROVED,0.0055,4,181,286,0.66,251,Core Reviewer
vercel/next.js,90211,eps1lon,unstubbable,1.22,1.23,APPROVED,0.0,1,7630,794,0.83,1058,Core Reviewer
vercel/next.js,90209,gnoff,eps1lon,0.67,4.4,COMMENTED,0.0004,4,2487,185,0.81,309,Core Reviewer
vercel/next.js,90205,gnoff,eps1lon,0.05,6.82,APPROVED,0.0,2,75,185,0.81,309,Core Reviewer
vercel/next.js,90203,icyJoseph,ismaelrumzan,51.11,117.86,COMMENTED,0.0435,8,161,219,0.82,232,Core Reviewer
vercel/next.js,90197,feedthejim,icyJoseph,44.53,97.79,APPROVED,0.0,2,54,73,0.45,124,Core Reviewer
vercel/next.js,90194,ztanner,eps1lon,0.43,0.44,APPROVED,0.0,2,8,569,0.9,860,Core Reviewer
vercel/next.js,90192,icyJoseph,molebox,68.19,119.17,APPROVED,0.0,1,78,219,0.82,232,Core Reviewer
vercel/next.js,90181,ijjk,feedthejim,11.67,16.46,APPROVED,0.0026,4,382,465,0.92,1748,Core Reviewer
vercel/next.js,90174,andrewimm,lukesandberg,49.93,185.71,COMMENTED,0.0038,5,522,9,0.78,0,Reliable Author
vercel/next.js,90171,ijjk,feedthejim,4.89,20.7,APPROVED,0.0066,1,152,465,0.92,1748,Core Reviewer
vercel/next.js,90170,bgw,lukesandberg,0.13,0.48,APPROVED,0.0,5,36,491,0.94,1003,Core Reviewer
vercel/next.js,90169,eps1lon,lubieowoce,29.61,43.1,COMMENTED,0.009,11,668,794,0.83,1058,Core Reviewer
vercel/next.js,90164,gnoff,lubieowoce,30.33,53.74,COMMENTED,0.0095,7,419,185,0.81,309,Core Reviewer
vercel/next.js,90160,unstubbable,acdlite,2.84,5.3,COMMENTED,0.0022,3,453,470,0.91,330,Core Reviewer
vercel/next.js,90158,ztanner,ijjk,0.1,0.8,APPROVED,0.0,3,24,569,0.9,860,Core Reviewer
vercel/next.js,90152,mischnic,lukesandberg,50.53,63.99,COMMENTED,0.0029,8,695,702,0.86,940,Core Reviewer
vercel/next.js,90144,nextjs-bot,eps1lon,0.05,0.35,APPROVED,0.0,2,2568,185,0.6,0,Noisy Author
vercel/next.js,90139,sokra,lukesandberg,2.4,122.23,CHANGES_REQUESTED,0.0035,8,1152,763,0.88,873,Core Reviewer
vercel/next.js,90132,mischnic,timneutkens,0.68,21.21,APPROVED,0.0,5,6,702,0.86,940,Core Reviewer
vercel/next.js,90125,icyJoseph,delbaoliveira,52.79,52.8,APPROVED,0.0,1,2218,219,0.82,232,Core Reviewer
vercel/next.js,90121,vercel-release-bot,bgw,15.71,15.86,APPROVED,0.0,4,937,2065,0.27,0,Noisy Author
vercel/next.js,90120,vercel-release-bot,bgw,15.72,15.73,APPROVED,0.0,3,821,2065,0.27,0,Noisy Author
vercel/next.js,90118,gaojude,timneutkens,7.47,7.49,APPROVED,0.0,3,4,161,0.81,253,Core Reviewer
vercel/next.js,90111,ztanner,gnoff,4.76,4.87,APPROVED,0.0,2,27,569,0.9,860,Core Reviewer
vercel/next.js,90108,eps1lon,lubieowoce,1.55,1.75,APPROVED,0.002,2,492,794,0.83,1058,Core Reviewer
vercel/next.js,90105,unstubbable,lubieowoce,0.4,0.45,APPROVED,0.0,2,112,470,0.91,330,Core Reviewer
vercel/next.js,90104,ijjk,ztanner,0.09,0.13,APPROVED,0.0,2,5,465,0.92,1748,Core Reviewer
vercel/next.js,90103,lubieowoce,unstubbable,0.09,0.78,COMMENTED,0.0,4,21,286,0.66,251,Core Reviewer
vercel/next.js,90100,ijjk,eps1lon,0.12,0.29,APPROVED,0.0,4,6,465,0.92,1748,Core Reviewer
vercel/next.js,90098,lukesandberg,sokra,4.17,6.0,COMMENTED,0.0073,9,551,301,0.8,471,Core Reviewer
vercel/next.js,90097,ijjk,ztanner,0.29,0.29,APPROVED,0.0,2,38,465,0.92,1748,Core Reviewer
vercel/next.js,90096,lukesandberg,ijjk,0.02,0.37,APPROVED,0.0,4,106,301,0.8,471,Core Reviewer
vercel/next.js,90084,mischnic,timneutkens,0.38,7.46,APPROVED,0.0,6,156,702,0.86,940,Core Reviewer
vercel/next.js,90083,timneutkens,ztanner,3.22,19.6,COMMENTED,0.0149,5,134,454,0.89,376,Core Reviewer
vercel/next.js,90079,mischnic,lukesandberg,90.07,140.78,APPROVED,0.0,4,72,702,0.86,940,Core Reviewer
vercel/next.js,90078,mischnic,lukesandberg,6.42,27.13,COMMENTED,0.0122,9,164,702,0.86,940,Core Reviewer
vercel/next.js,90074,vercel-release-bot,granjacours08-sys,5.02,18.61,DISMISSED,0.0,5,679,2065,0.27,0,Noisy Author
vercel/next.js,90073,vercel-release-bot,bgw,18.49,18.74,APPROVED,0.0,4,616,2065,0.27,0,Noisy Author
vercel/next.js,90066,acdlite,ztanner,20.2,20.21,APPROVED,0.0,2,377,184,0.9,79,Core Reviewer
vercel/next.js,90064,ijjk,ztanner,0.0,0.07,APPROVED,0.0,3,2,465,0.92,1748,Core Reviewer
vercel/next.js,90061,acdlite,samselikoff,0.87,1.33,APPROVED,0.0,2,419,184,0.9,79,Core Reviewer
vercel/next.js,90060,ztanner,gnoff,33.93,42.91,APPROVED,0.0,3,216,569,0.9,860,Core Reviewer
vercel/next.js,90058,lukesandberg,mischnic,14.58,29.87,COMMENTED,0.0052,9,383,301,0.8,471,Core Reviewer
vercel/next.js,90057,ijjk,ztanner,4.71,4.74,APPROVED,0.0,3,1538,465,0.92,1748,Core Reviewer
vercel/next.js,90056,lukesandberg,sokra,13.45,29.13,COMMENTED,0.0,8,55,301,0.8,471,Core Reviewer
vercel/next.js,90045,mischnic,sokra,193.8,261.45,COMMENTED,0.0214,14,281,702,0.86,940,Core Reviewer
vercel/next.js,90039,swarnava,icyJoseph,1.53,2.94,COMMENTED,1.0,5,4,4,0.75,0,Reliable Author
vercel/next.js,90013,lukesandberg,sokra,9.74,58.16,COMMENTED,0.0058,7,172,301,0.8,471,Core Reviewer
vercel/next.js,89986,bgw,mischnic,10.08,10.08,APPROVED,0.0,5,255,491,0.94,1003,Core Reviewer
vercel/next.js,89984,gnoff,lubieowoce,49.6,97.65,APPROVED,0.0,3,19,185,0.81,309,Core Reviewer
vercel/next.js,89982,bgw,ijjk,0.1,0.81,APPROVED,0.0,3,6,491,0.94,1003,Core Reviewer
vercel/next.js,89981,bgw,ijjk,0.11,0.26,APPROVED,0.0,6,4,491,0.94,1003,Core Reviewer
vercel/next.js,89980,ijjk,feedthejim,0.19,0.79,APPROVED,0.0,3,40,465,0.92,1748,Core Reviewer
vercel/next.js,89979,gnoff,lubieowoce,51.98,121.26,COMMENTED,0.0066,10,1054,185,0.81,309,Core Reviewer
vercel/next.js,89978,gnoff,lubieowoce,50.99,99.04,APPROVED,0.0019,3,517,185,0.81,309,Core Reviewer
vercel/next.js,89976,ijjk,wbinnssmith,0.63,0.98,APPROVED,0.0,4,417,465,0.92,1748,Core Reviewer
vercel/next.js,89974,bgw,lukesandberg,0.27,122.71,APPROVED,0.0,7,9,491,0.94,1003,Core Reviewer
vercel/next.js,89973,gaojude,delbaoliveira,16.81,70.42,APPROVED,0.0,2,90,161,0.81,253,Core Reviewer
vercel/next.js,89972,gnoff,lubieowoce,28.0,76.0,APPROVED,0.0064,3,157,185,0.81,309,Core Reviewer
vercel/next.js,89971,gnoff,unstubbable,0.6,1.67,APPROVED,0.0385,4,52,185,0.81,309,Core Reviewer
vercel/next.js,89970,gnoff,unstubbable,0.48,0.71,APPROVED,0.0,3,8,185,0.81,309,Core Reviewer
vercel/next.js,89969,unstubbable,gnoff,1.71,2.67,APPROVED,0.0087,3,115,470,0.91,330,Core Reviewer
vercel/next.js,89967,ijjk,TooTallNate,0.5,0.5,APPROVED,0.0,3,154,465,0.92,1748,Core Reviewer
vercel/next.js,89966,andrewdamelio,icyJoseph,5.08,5.64,APPROVED,0.0,2,5,1,1.0,0,Novice
vercel/next.js,89965,gnoff,lubieowoce,7.96,76.31,COMMENTED,0.0063,5,315,185,0.81,309,Core Reviewer
vercel/next.js,89964,lukesandberg,bgw,3.1,3.61,APPROVED,0.0,5,48,301,0.8,471,Core Reviewer
vercel/next.js,89963,styfle,ztanner,75.86,170.93,COMMENTED,0.0089,6,564,99,0.94,32,Core Reviewer
vercel/next.js,89960,mischnic,gnoff,0.35,2.75,APPROVED,0.0,9,71,702,0.86,940,Core Reviewer
vercel/next.js,89959,eps1lon,ztanner,73.8,122.25,APPROVED,0.0,5,212,794,0.83,1058,Core Reviewer
vercel/next.js,89956,sokra,styfle,3.5,84.28,COMMENTED,0.0556,9,18,763,0.88,873,Core Reviewer
vercel/next.js,89945,mischnic,DuckThom,0.68,121.81,COMMENTED,0.0128,5,78,702,0.86,940,Core Reviewer
vercel/next.js,89936,mmastrac,lukesandberg,0.05,109.59,APPROVED,0.0,4,36,14,0.71,11,Core Reviewer
vercel/next.js,89935,lukesandberg,mmastrac,0.72,14.18,APPROVED,0.0,6,23,301,0.8,471,Core Reviewer
vercel/next.js,89934,wbinnssmith,ijjk,1.57,1.59,APPROVED,0.0,4,407,230,0.91,185,Core Reviewer
vercel/next.js,89930,icyJoseph,ijjk,0.01,0.3,APPROVED,0.0,1,33,219,0.82,232,Core Reviewer
vercel/next.js,89929,ijjk,eps1lon,3.76,96.65,COMMENTED,0.0139,5,72,465,0.92,1748,Core Reviewer
vercel/next.js,89924,lubieowoce,gnoff,3.36,121.55,APPROVED,0.006,5,333,286,0.66,251,Core Reviewer
vercel/next.js,89923,nextjs-bot,eps1lon,0.03,1.21,APPROVED,0.0,3,4813,185,0.6,0,Noisy Author
vercel/next.js,89922,lubieowoce,gnoff,0.83,1.23,APPROVED,0.0,3,133,286,0.66,251,Core Reviewer
vercel/next.js,89921,lukesandberg,mischnic,0.93,0.94,APPROVED,0.0,6,28,301,0.8,471,Core Reviewer
vercel/next.js,89915,FurryR,mischnic,17.81,18.78,APPROVED,0.0,2,22,1,1.0,0,Novice
vercel/next.js,89914,icyJoseph,molebox,19.78,20.16,APPROVED,0.0,1,57,219,0.82,232,Core Reviewer
vercel/next.js,89913,01-binary,icyJoseph,0.35,22.77,COMMENTED,0.0909,7,11,1,1.0,0,Novice
vercel/next.js,89908,timneutkens,mischnic,5.76,122.86,APPROVED,0.0135,4,74,454,0.89,376,Core Reviewer
vercel/next.js,89906,timneutkens,lukesandberg,84.12,142.05,COMMENTED,0.125,5,8,454,0.89,376,Core Reviewer
vercel/next.js,89905,timneutkens,gaojude,76.92,127.47,APPROVED,0.0,4,4,454,0.89,376,Core Reviewer
vercel/next.js,89903,eps1lon,ztanner,102.65,151.32,APPROVED,0.0084,5,119,794,0.83,1058,Core Reviewer
vercel/next.js,89899,sokra,bgw,6.92,7.01,APPROVED,0.0099,6,101,763,0.88,873,Core Reviewer
vercel/next.js,89897,sokra,lukesandberg,69.1,122.68,APPROVED,0.0,5,513,763,0.88,873,Core Reviewer
vercel/next.js,89875,lubieowoce,gnoff,17.44,135.94,COMMENTED,0.001,6,1019,286,0.66,251,Core Reviewer
vercel/next.js,89874,bgw,mmastrac,36.47,41.93,COMMENTED,0.0199,12,351,491,0.94,1003,Core Reviewer
vercel/next.js,89872,ijjk,feedthejim,0.06,0.39,APPROVED,0.0,2,8,465,0.92,1748,Core Reviewer
vercel/next.js,89871,acdlite,unstubbable,12.99,196.98,APPROVED,0.0,2,322,184,0.9,79,Core Reviewer
vercel/next.js,89869,bgw,lukesandberg,0.87,0.88,APPROVED,0.0,5,6,491,0.94,1003,Core Reviewer
vercel/next.js,89867,ijjk,eps1lon,0.26,0.39,APPROVED,0.0,1,28,465,0.92,1748,Core Reviewer
vercel/next.js,89865,feedthejim,timneutkens,10.79,182.77,APPROVED,0.0,5,143,73,0.45,124,Core Reviewer
vercel/next.js,89864,feedthejim,timneutkens,10.78,181.33,APPROVED,0.0,4,54,73,0.45,124,Core Reviewer
vercel/next.js,89863,feedthejim,timneutkens,64.01,130.9,COMMENTED,0.0004,5,2250,73,0.45,124,Core Reviewer
vercel/next.js,89858,feedthejim,timneutkens,11.45,277.33,COMMENTED,0.0023,6,1330,73,0.45,124,Core Reviewer
vercel/next.js,89857,feedthejim,timneutkens,65.22,116.11,COMMENTED,0.001,6,979,73,0.45,124,Core Reviewer
vercel/next.js,89856,ijjk,sokra,0.12,0.28,APPROVED,0.0,2,2,465,0.92,1748,Core Reviewer
vercel/next.js,89850,gaojude,timneutkens,1.39,1.4,APPROVED,0.0,3,186,161,0.81,253,Core Reviewer
vercel/next.js,89849,ijjk,feedthejim,0.06,0.09,APPROVED,0.0,1,304,465,0.92,1748,Core Reviewer
vercel/next.js,89846,eps1lon,unstubbable,1.3,1.32,APPROVED,0.0,3,9,794,0.83,1058,Core Reviewer
vercel/next.js,89845,wbinnssmith,lukesandberg,5.6,25.83,COMMENTED,0.0202,9,347,230,0.91,185,Core Reviewer
vercel/next.js,89837,feedthejim,icyJoseph,4.71,8.19,APPROVED,0.0,4,140,73,0.45,124,Core Reviewer
vercel/next.js,89834,unstubbable,devjiwonchoi,38.48,49.5,APPROVED,0.0,6,887,470,0.91,330,Core Reviewer
vercel/next.js,89833,eps1lon,icyJoseph,0.34,0.42,APPROVED,0.0,1,10,794,0.83,1058,Core Reviewer
vercel/next.js,89832,eps1lon,unstubbable,0.3,0.47,COMMENTED,0.0,4,73,794,0.83,1058,Core Reviewer
vercel/next.js,89819,sokra,lukesandberg,128.45,194.35,APPROVED,0.0056,6,180,763,0.88,873,Core Reviewer
vercel/next.js,89818,eps1lon,devjiwonchoi,4.0,4.16,APPROVED,0.0,5,32,794,0.83,1058,Core Reviewer
vercel/next.js,89817,sokra,lukesandberg,33.03,51.99,COMMENTED,0.0049,6,204,763,0.88,873,Core Reviewer
vercel/next.js,89811,vercel-release-bot,bgw,21.85,21.93,APPROVED,0.0,4,185,2065,0.27,0,Noisy Author
vercel/next.js,89799,ijjk,feedthejim,0.11,0.3,APPROVED,0.0,2,25,465,0.92,1748,Core Reviewer
vercel/next.js,89798,bgw,lukesandberg,0.56,3.85,COMMENTED,0.0833,5,12,491,0.94,1003,Core Reviewer
vercel/next.js,89795,icyJoseph,mischnic,8.28,39.11,COMMENTED,0.071,13,155,219,0.82,232,Core Reviewer
vercel/next.js,89793,eps1lon,devjiwonchoi,12.0,14.16,APPROVED,0.0,4,77,794,0.83,1058,Core Reviewer
vercel/next.js,89792,ijjk,feedthejim,0.37,0.4,APPROVED,0.0,2,128,465,0.92,1748,Core Reviewer
vercel/next.js,89789,andrewimm,wbinnssmith,19.12,26.52,APPROVED,0.0,6,39,9,0.78,0,Reliable Author
vercel/next.js,89788,mmastrac,lukesandberg,46.63,52.24,COMMENTED,0.0095,24,1681,14,0.71,11,Core Reviewer
vercel/next.js,89779,alubbe,lubieowoce,49.08,50.46,APPROVED,0.0,6,48,2,0.5,0,Noisy Author
vercel/next.js,89777,lubieowoce,gnoff,0.67,3.67,APPROVED,0.0006,2,1544,286,0.66,251,Core Reviewer
vercel/next.js,89771,sokra,mischnic,18.46,22.6,COMMENTED,0.0077,8,259,763,0.88,873,Core Reviewer
vercel/next.js,89766,unstubbable,acdlite,14.72,24.52,COMMENTED,0.0577,7,52,470,0.91,330,Core Reviewer
vercel/next.js,89765,mischnic,timneutkens,19.51,25.46,COMMENTED,0.0235,5,85,702,0.86,940,Core Reviewer
vercel/next.js,89763,wbinnssmith,mmastrac,3.69,4.17,APPROVED,0.0063,3,158,230,0.91,185,Core Reviewer
vercel/next.js,89761,mischnic,lukesandberg,57.37,69.02,COMMENTED,0.0172,7,174,702,0.86,940,Core Reviewer
vercel/next.js,89756,unstubbable,eps1lon,1.74,4.18,APPROVED,0.0,5,130,470,0.91,330,Core Reviewer
vercel/next.js,89750,eps1lon,allenzhou101,31.8,33.52,APPROVED,0.0,2,791,794,0.83,1058,Core Reviewer
vercel/next.js,89745,mischnic,lukesandberg,12.84,23.97,COMMENTED,0.0068,8,442,702,0.86,940,Core Reviewer
vercel/next.js,89742,freek-boon-greenberry,icyJoseph,2.51,40.35,COMMENTED,0.4667,9,15,1,1.0,0,Novice
vercel/next.js,89740,vercel-release-bot,bgw,22.87,23.02,APPROVED,0.0,4,7,2065,0.27,0,Noisy Author
vercel/next.js,89741,vercel-release-bot,bgw,22.86,22.86,APPROVED,0.0,2,5,2065,0.27,0,Noisy Author
vercel/next.js,89735,bgw,sokra,186.5,409.19,COMMENTED,0.0034,12,3795,491,0.94,1003,Core Reviewer
vercel/next.js,89731,lukesandberg,bgw,0.62,0.63,APPROVED,0.0,5,8,301,0.8,471,Core Reviewer
vercel/next.js,89722,nextjs-bot,unstubbable,0.87,0.87,APPROVED,0.0,3,3380,185,0.6,0,Noisy Author
vercel/next.js,89713,mischnic,lukesandberg,10.16,20.09,APPROVED,0.1429,5,7,702,0.86,940,Core Reviewer
vercel/next.js,89709,icyJoseph,molebox,0.04,0.07,APPROVED,0.0,5,838,219,0.82,232,Core Reviewer
vercel/next.js,89708,lukesandberg,sokra,142.01,190.02,APPROVED,0.0,6,106,301,0.8,471,Core Reviewer
vercel/next.js,89706,timneutkens,mischnic,48.56,48.94,APPROVED,0.0,3,160,454,0.89,376,Core Reviewer
vercel/next.js,89702,vercel-release-bot,bgw,18.8,18.81,APPROVED,0.0,3,183,2065,0.27,0,Noisy Author
vercel/next.js,89701,vercel-release-bot,bgw,18.8,18.8,APPROVED,0.0,2,128,2065,0.27,0,Noisy Author
vercel/next.js,89696,bgw,lukesandberg,0.14,1.76,COMMENTED,0.003,6,328,491,0.94,1003,Core Reviewer
vercel/next.js,89693,ijjk,mischnic,6.4,6.4,APPROVED,0.0,2,3,465,0.92,1748,Core Reviewer
vercel/next.js,89685,devjiwonchoi,gnoff,264.63,429.52,COMMENTED,0.0327,6,153,647,0.77,428,Core Reviewer
vercel/next.js,89684,devjiwonchoi,gnoff,264.61,429.08,APPROVED,0.0526,5,19,647,0.77,428,Core Reviewer
vercel/next.js,89683,sokra,mischnic,82.88,235.37,COMMENTED,0.0044,11,1364,763,0.88,873,Core Reviewer
vercel/next.js,89682,sokra,bgw,25.0,59.03,COMMENTED,0.0096,11,933,763,0.88,873,Core Reviewer
vercel/next.js,89681,nextjs-bot,feedthejim,0.24,0.46,APPROVED,0.0,2,2106,185,0.6,0,Noisy Author
vercel/next.js,89652,ijjk,mischnic,0.48,0.48,APPROVED,0.0,2,2,465,0.92,1748,Core Reviewer
vercel/next.js,89651,unstubbable,gnoff,0.99,0.99,APPROVED,0.0,3,88,470,0.91,330,Core Reviewer
vercel/next.js,89644,sokra,mischnic,76.05,148.71,COMMENTED,0.0054,6,738,763,0.88,873,Core Reviewer
vercel/next.js,89640,sokra,lukesandberg,6.97,33.88,APPROVED,0.0,3,7,763,0.88,873,Core Reviewer
vercel/next.js,89633,lukesandberg,ijjk,6.93,135.19,COMMENTED,0.0294,7,68,301,0.8,471,Core Reviewer
vercel/next.js,89632,shadcn,timneutkens,0.16,50.73,APPROVED,0.0,5,34,1,1.0,0,Novice
vercel/next.js,89631,lukesandberg,mmastrac,84.02,274.48,COMMENTED,0.0059,11,674,301,0.8,471,Core Reviewer
vercel/next.js,89625,ijjk,RobPruzan,0.2,0.32,APPROVED,0.0,2,12,465,0.92,1748,Core Reviewer
vercel/next.js,89624,ijjk,RobPruzan,0.23,0.42,APPROVED,0.0,3,2,465,0.92,1748,Core Reviewer
vercel/next.js,89621,sigmachirality,styfle,11.67,60.21,COMMENTED,0.0714,4,14,1,1.0,0,Novice
vercel/next.js,89616,ijjk,RobPruzan,6.03,6.03,APPROVED,0.0,2,685,465,0.92,1748,Core Reviewer
vercel/next.js,89614,Netail,ijjk,0.17,1.44,COMMENTED,0.011,5,91,23,0.3,11,Core Reviewer
vercel/next.js,89610,unstubbable,acdlite,29.2,77.23,APPROVED,0.0,3,87,470,0.91,330,Core Reviewer
vercel/next.js,89601,huozhi,unstubbable,0.46,0.59,APPROVED,0.0,3,4,748,0.86,921,Core Reviewer
vercel/next.js,89596,unstubbable,mischnic,3.39,4.17,COMMENTED,0.0143,8,140,470,0.91,330,Core Reviewer
vercel/next.js,89594,eps1lon,unstubbable,1.15,1.54,APPROVED,0.0,3,91,794,0.83,1058,Core Reviewer
vercel/next.js,89593,mischnic,timneutkens,0.07,8.62,APPROVED,0.0333,9,90,702,0.86,940,Core Reviewer
vercel/next.js,89592,sokra,lukesandberg,9.28,46.31,APPROVED,0.0,6,124,763,0.88,873,Core Reviewer
vercel/next.js,89591,mischnic,wbinnssmith,8.51,10.93,APPROVED,0.0,7,28,702,0.86,940,Core Reviewer
vercel/next.js,89575,ijjk,eps1lon,7.55,13.04,COMMENTED,0.0071,3,141,465,0.92,1748,Core Reviewer
vercel/next.js,89574,ijjk,huozhi,13.07,13.96,COMMENTED,0.0062,3,161,465,0.92,1748,Core Reviewer
vercel/next.js,89565,Thomas465xd,icyJoseph,0.71,8.87,APPROVED,0.0,1,4,1,1.0,0,Novice
vercel/next.js,89562,sokra,lukesandberg,19.41,57.0,APPROVED,0.0,6,83,763,0.88,873,Core Reviewer
vercel/next.js,89560,lukesandberg,mischnic,10.35,128.16,COMMENTED,0.0028,9,713,301,0.8,471,Core Reviewer
vercel/next.js,89559,ijjk,mischnic,0.15,0.51,APPROVED,0.0,2,2,465,0.92,1748,Core Reviewer
vercel/next.js,89553,lukesandberg,mischnic,0.42,1.3,APPROVED,0.0,4,2,301,0.8,471,Core Reviewer
vercel/next.js,89550,nextjs-bot,eps1lon,0.38,0.66,APPROVED,0.0,3,3364,185,0.6,0,Noisy Author
vercel/next.js,89548,mmastrac,bgw,71.84,166.68,COMMENTED,0.0033,10,3326,14,0.71,11,Core Reviewer
vercel/next.js,89539,lubieowoce,gnoff,252.14,457.92,COMMENTED,0.0045,5,660,286,0.66,251,Core Reviewer
vercel/next.js,89538,mischnic,ijjk,0.76,121.37,COMMENTED,0.0244,6,41,702,0.86,940,Core Reviewer
vercel/next.js,89536,rishishanbhag,styfle,50.22,437.33,COMMENTED,0.0366,25,191,1,1.0,0,Novice
vercel/next.js,89533,mischnic,sokra,0.59,6.61,APPROVED,0.0189,9,53,702,0.86,940,Core Reviewer
vercel/next.js,89525,mischnic,sokra,3.91,3.93,APPROVED,0.0,4,16,702,0.86,940,Core Reviewer
vercel/next.js,89522,mischnic,ijjk,15.07,25.36,APPROVED,0.0,5,37,702,0.86,940,Core Reviewer
vercel/next.js,89508,ijjk,RobPruzan,0.31,0.58,APPROVED,0.0,2,97,465,0.92,1748,Core Reviewer
vercel/next.js,89504,lukesandberg,paschun,2.64,207.34,COMMENTED,0.0111,6,90,301,0.8,471,Core Reviewer
vercel/next.js,89499,acdlite,devjiwonchoi,0.75,1.99,APPROVED,0.0,1,227,184,0.9,79,Core Reviewer
vercel/next.js,89497,sokra,lukesandberg,50.13,158.37,COMMENTED,0.0056,12,355,763,0.88,873,Core Reviewer
vercel/next.js,89493,huozhi,gaojude,1.64,2.17,COMMENTED,0.0072,5,138,748,0.86,921,Core Reviewer
vercel/next.js,89488,timneutkens,sokra,114.8,165.15,APPROVED,0.0,5,63,454,0.89,376,Core Reviewer
vercel/next.js,89486,mischnic,timneutkens,0.23,1.3,APPROVED,0.0213,6,47,702,0.86,940,Core Reviewer
vercel/next.js,89484,icyJoseph,allenzhou101,125.18,175.86,APPROVED,0.0,1,32,219,0.82,232,Core Reviewer
vercel/next.js,89481,unstubbable,gnoff,7.91,28.38,APPROVED,0.0049,8,1020,470,0.91,330,Core Reviewer
vercel/next.js,89478,mischnic,acdlite,6.69,25.9,APPROVED,0.0,4,140,702,0.86,940,Core Reviewer
vercel/next.js,89469,acdlite,timneutkens,5.99,8.15,APPROVED,0.0,3,356,184,0.9,79,Core Reviewer
vercel/next.js,89465,acdlite,timneutkens,7.68,10.23,APPROVED,0.003,1,665,184,0.9,79,Core Reviewer
vercel/next.js,89461,wbinnssmith,sokra,36.45,164.16,APPROVED,0.0,9,244,230,0.91,185,Core Reviewer
vercel/next.js,89458,ijjk,mischnic,0.06,0.39,APPROVED,0.0,2,54,465,0.92,1748,Core Reviewer
vercel/next.js,89454,mischnic,lukesandberg,0.04,2.17,APPROVED,0.0,6,13,702,0.86,940,Core Reviewer
vercel/next.js,89450,ijjk,devjiwonchoi,1.16,1.18,APPROVED,0.0,2,34,465,0.92,1748,Core Reviewer
vercel/next.js,89449,nextjs-bot,eps1lon,0.31,0.47,APPROVED,0.0,3,3948,185,0.6,0,Noisy Author
vercel/next.js,89448,lubieowoce,gnoff,24.67,28.75,APPROVED,0.0,6,341,286,0.66,251,Core Reviewer
